word,kana,pos,meaning,example,example_trans,image_url
冷房,れいぼう,,空调,,,
ねだん,ねだん,,价格,,,
亡くなる,なくなる,,去死,,,
それほど,それほど,,在某种程度上,,,
治る,なおる,,被治愈，被治愈,,,
研究室,けんきゅうしつ,,书房、实验室,,,
訳,わけ,,意义，原因,,,
サンドイッチ,サンドイッチ,,三明治,,,
増える,ふえる,,增加,,,
眠い,ねむい,,困,,,
光る,ひかる,,闪耀，闪闪发光,,,
アルバイト,アルバイト,,兼职工作,,,
草,くさ,,草,,,
返事,へんじ,,答,,,
線,せん,,线,,,
過ぎる,よぎる,,超过。,,,
堅/硬/固い,けんかたかたい,,硬,,,
空気,くうき,,空气，大气,,,
生産,せいさん,,生产,,,
必ず,かならず,,当然，必然,,,
または,または,,或者，否则,,,
電灯,でんとう,,电灯,,,
花見,はなみ,,赏樱,,,
背中,せなか,,身体后部,,,
田舎,いなか,,农村,,,
折れる,おれる,,折断或被折叠,,,
屋上,おくじょう,,屋顶,,,
空く,すく,,打开，变成空,,,
今度,こんど,,现在，下次,,,
ビル,ビル,,建筑或账单,,,
うち,うち,,在,,,
歯医者,はいしゃ,,牙医,,,
捨てる,すてる,,扔掉,,,
優しい,やさしい,,类,,,
いじめる,いじめる,,挑逗,,,
寂しい,さびしい,,孤独,,,
台風,たいふう,,台风,,,
運ぶ,はこぶ,,运输,,,
倒れる,たおれる,,分解,,,
やはり/やっぱり,やはりやっぱり,,正如我所想的，绝对,,,
ぶどう,ぶどう,,葡萄,,,
おもちゃ,おもちゃ,,玩具,,,
用意,ようい,,制备,,,
人口,じんこう,,人口,,,
数学,すうがく,,数学，算术,,,
ガソリン,ガソリン,,汽油,,,
小鳥,ことり,,小鸟,,,
すっと,すっと,,直，突然,,,
乗り換える,のりかえる,,在公共汽车或火车之间换乘,,,
利用,りよう,,利用,,,
集める,あつめる,,收集一些东西,,,
入学,にゅうがく,,进入学校或大学,,,
しばらく,しばらく,,一会儿,,,
おっしゃる,おっしゃる,,（恭敬）说,,,
よろしい,よろしい,,（恭敬）好的，好的,,,
まじめ,まじめ,,严重,,,
水道,すいどう,,供水,,,
畳,たたみ,,日本草席,,,
さっき,さっき,,前段时间,,,
日,ひ,,天， 太阳,,,
発音,はつおん,,发音,,,
翻訳,ほんやく,,译本,,,
糸,いと,,线,,,
危険,きけん,,危险,,,
なるべく,なるべく,,尽可能多,,,
裏,うら,,反面,,,
途中,とちゅう,,在路上,,,
おかしい,おかしい,,奇怪或滑稽,,,
浅い,あさい,,浅，浅,,,
変,へん,,奇怪,,,
最初,さいしょ,,开始，第一,,,
拝見,はいけん,,（谦虚）看,,,
用,よう,,用,,,
伝える,つたえる,,报告,,,
それで,それで,,正因为如此,,,
見える,みえる,,近在咫尺,,,
お宅,おたく,,（礼貌）你的房子,,,
足りる,たりる,,就足够了,,,
におい,におい,,一种气味,,,
おつり,おつり,,从购买、余额更改,,,
試験,しけん,,考试,,,
申し上げる,もうしあげる,,（谦虚）说，说,,,
さ来週,さらいしゅう,,后一周,,,
下る,くだる,,下山，下山,,,
飛行場,ひこうじょう,,飞机场,,,
工業,こうぎょう,,制造业,,,
寺,てら,,寺庙,,,
舟,ふね,,船,,,
塗る,ぬる,,去画，去抹灰,,,
打つ,うつ,,击中,,,
力,ちから,,强度，功率,,,
特に,とくに,,特别是，特别是,,,
字,じ,,字符,,,
意見,いけん,,意见,,,
鳴る,なる,,发声,,,
込む,こむ,,拥挤,,,
形,かたち,,形状,,,
林,はやし,,伍兹，护林员,,,
終わり,おわり,,结束,,,
眠る,ねむる,,睡觉,,,
布団,ふとん,,日式床上用品、被褥,,,
このごろ,このごろ,,如今，如今,,,
輸入,ゆにゅう,,导入,,,
汚れる,よごれる,,弄脏,,,
ガラス,ガラス,,玻璃板,,,
なさる,なさる,,（恭敬）去做,,,
季節,きせつ,,季节,,,
立てる,たてる,,站起来,,,
久しぶり,ひさしぶり,,久久不见,,,
米,べい,,米,,,
ケーキ,ケーキ,,蛋糕,,,
生活,せいかつ,,活着,,,
別れる,わかれる,,分开,,,
忘れ物,わすれもの,,遗失物品,,,
怖い,こわい,,可怕,,,
入院,にゅういん,,住院,,,
すり,すり,,扒手,,,
招待,しょうたい,,邀请,,,
スーツケース,スーツケース,,手提箱,,,
寝坊,ねぼう,,睡得很晚,,,
もちろん,もちろん,,答案是肯定的,,,
留守,るす,,缺席,,,
すると,すると,,然后,,,
品物,しなもの,,货物,,,
投げる,なげる,,扔掉或扔掉,,,
妻,つま,,（谦卑）妻子,,,
ファックス,ファックス,,传真,,,
驚く,おどろく,,令人惊讶,,,
変わる,かわる,,更改,,,
例えば,たとえば,,例如,,,
お礼,おれい,,表达感激之情,,,
連れる,つれる,,领导,,,
とこや,とこや,,理发师,,,
経済,けいざい,,金融、经济,,,
講堂,こうどう,,礼堂,,,
政治,せいじ,,政治，政府,,,
地震,じしん,,地震,,,
ベル,ベル,,钟,,,
もうすぐ,もうすぐ,,很快,,,
動物園,どうぶつえん,,动物园,,,
割れる,われる,,打破,,,
寄る,よる,,参观,,,
あげる,あげる,,给,,,
パート,パート,,非全日制,,,
尋ねる,たずねる,,询问,,,
毛,もう,,毛发或毛皮,,,
すっかり,すっかり,,完全,,,
非常に,ひじょうに,,非常,,,
釣る,つる,,去钓鱼,,,
法律,ほうりつ,,法律,,,
支度,したく,,准备,,,
相談,そうだん,,讨论,,,
役に立つ,やくにたつ,,提供帮助,,,
踏む,ふむ,,踩上,,,
ハンドバッグ,ハンドバッグ,,手提包,,,
大体,だいたい,,一般,,,
考える,かんがえる,,要考虑,,,
とうとう,とうとう,,最后，毕竟,,,
昔,むかし,,旧日，前,,,
折る,おる,,折断或折叠,,,
ちっとも,ちっとも,,完全没有（与否定动词一起使用）,,,
壁,かべ,,墙,,,
遠く,とおく,,远,,,
科学,かがく,,科学,,,
祖母,そぼ,,奶奶,,,
あいさつ-する,あいさつする,,打招呼,,,
あかちゃん,あかちゃん,,婴儿,,,
最後,さいご,,上一页，完,,,
受付,うけつけ,,收据,,,
続く,つづく,,未完待续,,,
競争,きょうそう,,竞争,,,
指,ゆび,,手指,,,
届ける,とどける,,达到,,,
以上,いじょう,,不仅如此，仅此而已,,,
下宿,げしゅく,,住宿,,,
踊る,おどる,,跳舞,,,
引き出す,ひきだす,,取款,,,
泥棒,どろぼう,,小偷,,,
比べる,くらべる,,进行比较,,,
痩せる,やせる,,变瘦,,,
将来,しょうらい,,展望,,,
テニス,テニス,,网球,,,
盗む,ぬすむ,,偷窃,,,
ごらんになる,ごらんになる,,（恭敬）看,,,
エスカレーター,エスカレーター,,自动扶梯,,,
国際,こくさい,,国际,,,
昼休み,ひるやすみ,,中午休息,,,
客,きゃく,,客人，客户,,,
地理,ちり,,地理,,,
木綿,こわた,,棉花,,,
試合,しあい,,比赛，游戏,,,
展覧会,てんらんかい,,展览,,,
僕,ぼく,,I（男性使用）,,,
かっこう,かっこう,,外观,,,
夫,おっと,,老公,,,
アフリカ,アフリカ,,非洲,,,
安全,あんぜん,,安全,,,
カーテン,カーテン,,窗帘,,,
心配,しんぱい,,担心,,,
逃げる,にげる,,逃避,,,
楽しみ,たのしみ,,喜悦,,,
気持ち,きもち,,感觉，情绪,,,
お嬢さん,おじょうさん,,小姐,,,
歴史,れきし,,历史,,,
乗り物,のりもの,,车辆,,,
ねっしん,ねっしん,,热情,,,
ひげ,ひげ,,胡子,,,
たいてい,たいてい,,通常,,,
原因,げんいん,,原因，来源,,,
くださる,くださる,,（恭敬）给,,,
髪,かみ,,毛,,,
そんな,そんな,,那种,,,
致す,いたす,,（谦虚）去做,,,
会話,かいわ,,谈话,,,
決る,きまる,,待定,,,
起す,おこす,,唤醒,,,
ぜんぜん,ぜんぜん,,不完全（用于否定句）,,,
家内,かない,,家庭 主妇,,,
点,てん,,点，点,,,
変える,かえる,,更改,,,
贈り物,おくりもの,,礼物,,,
ちゃん,ちゃん,,熟悉的女性的后缀,,,
興味,きょうみ,,兴趣,,,
駐車場,ちゅうしゃじょう,,停车场,,,
道具,どうぐ,,工具，手段,,,
慣れる,なれる,,习惯,,,
けが・する,けが・する,,伤害,,,
触る,さわる,,触摸,,,
輸出,ゆしゅつ,,导出,,,
警察,けいさつ,,警察,,,
写す,うつす,,复印或拍照,,,
関係,かんけい,,关系,,,
ご存じ,ごぞんじ,,认识，熟人,,,
拾う,ひろう,,捡起，收集,,,
約束,やくそく,,承诺,,,
急行,きゅうこう,,快速，快递,,,
簡単,かんたん,,简单,,,
まず,まず,,首先,,,
女性,じょせい,,女人,,,
受ける,うける,,上课或测试,,,
アジア,アジア,,亚洲,,,
為,ため,,为了,,,
部長,ぶちょう,,部门负责人,,,
丁寧,ていねい,,礼貌,,,
合う,あう,,匹配,,,
進む,すすむ,,取得进展,,,
上る,のぼる,,上升,,,
負ける,まける,,输,,,
坂,さか,,斜坡，丘陵,,,
うれしい,うれしい,,高兴,,,
予約,よやく,,保留,,,
下着,したぎ,,内衣,,,
注射,ちゅうしゃ,,注射,,,
間に合う,まにあう,,及时,,,
さ来月,さらいげつ,,后月再度,,,
ステーキ,ステーキ,,牛排,,,
見つかる,みつかる,,有待发现,,,
計画,けいかく,,规划,,,
迎える,むかえる,,出去见面,,,
彼女,かのじょ,,她，女朋友,,,
以外,いがい,,除了,,,
噛む,かむ,,咬，咀嚼,,,
味噌,みそ,,豆瓣酱,,,
葉,は,,叶,,,
工場,こうじょう,,厂,,,
飾る,かざる,,装饰,,,
つき,つき,,月亮,,,
公務員,こうむいん,,政府工作人员,,,
聞こえる,きこえる,,被倾听,,,
なるほど,なるほど,,现在我明白了,,,
いただく,いただく,,（谦卑）接受,,,
血,ち,,血,,,
適当,てきとう,,适用性,,,
包む,つつむ,,包装,,,
似る,にる,,相似,,,
運動,うんどう,,锻炼,,,
森,もり,,森林,,,
親切,しんせつ,,恩,,,
手袋,てぶくろ,,手套,,,
郊外,こうがい,,郊外,,,
苦い,にがい,,苦,,,
星,ほし,,星,,,
つもり,つもり,,意图,,,
だから,だから,,所以，因此,,,
高校生,こうこうせい,,高中生,,,
回る,まわる,,四处走动,,,
うかがう,うかがう,,参观,,,
あんな,あんな,,这样,,,
片付ける,かたづける,,整理,,,
知らせる,しらせる,,通知,,,
住所,じゅうしょ,,一个地址，一个住所,,,
海岸,かいがん,,海岸,,,
育てる,そだてる,,要养育，要养育,,,
趣味,しゅみ,,爱好,,,
特別,とくべつ,,特殊,,,
こう,こう,,这边,,,
見つける,みつける,,去发现,,,
付く,つく,,待附,,,
遊び,あそび,,玩,,,
盛ん,さかん,,人气大，兴旺发达,,,
食料品,しょくりょうひん,,杂货,,,
ひどい,ひどい,,可怕,,,
もらう,もらう,,接收,,,
ガソリンスタンド,ガソリンスタンド,,加油站,,,
二階建て,にかいだて,,两层楼,,,
湯,ゆ,,热水,,,
暮れる,くれる,,天黑了，走到了尽头,,,
取り替える,とりかえる,,兑换,,,
お見舞い,おみまい,,探望生病的人，查询,,,
食事,しょくじ,,吃一顿饭,,,
お土産,おみやげ,,纪念品,,,
中々,なかなか,,大大,,,
彼ら,かれら,,他们,,,
沸かす,わかす,,煮沸，加热,,,
失敗,しっぱい,,失败，错误,,,
沸く,わく,,沸腾，变热，兴奋,,,
泣く,なく,,哭泣,,,
準備,じゅんび,,准备,,,
訪ねる,たずねる,,参观,,,
思い出す,おもいだす,,要记住,,,
経験,けいけん,,去体验,,,
具合,ぐあい,,条件，健康,,,
柔らかい,やわらかい,,软,,,
子,こ,,孩子,,,
直る,なおる,,待修复，待修复,,,
時代,じだい,,时代,,,
壊れる,こわれる,,被打破,,,
皆,みな,,大家,,,
下りる,おりる,,下车,,,
謝る,あやまる,,道歉,,,
美術館,びじゅつかん,,美术馆,,,
焼ける,やける,,燃烧，烘烤,,,
市,し,,城市,,,
ワープロ,ワープロ,,文字处理软件,,,
虫,むし,,昆虫,,,
続ける,つづける,,继续,,,
交通,こうつう,,交通，运输,,,
手伝う,てつだう,,协助,,,
文化,ぶんか,,文化,,,
帰り,かえり,,返回,,,
急ぐ,いそぐ,,快点,,,
ほとんど,ほとんど,,主要,,,
必要,ひつよう,,必要,,,
祖父,そふ,,爷爷,,,
神社,じんじゃ,,神社,,,
貿易,ぼうえき,,贸易,,,
別,べつ,,不同,,,
天気予報,てんきよほう,,天气预报,,,
特急,とっきゅう,,特快列车（比特快列车快）,,,
お・金持ち,お・かねもち,,有钱人,,,
開く,ひらく,,打开事件,,,
一度,いちど,,一次,,,
できるだけ,できるだけ,,尽可能多,,,
遅れる,おくれる,,迟到,,,
始める,はじめる,,开始,,,
あ,あ,,啊,,,
タイプ,タイプ,,类型，样式,,,
レポート/リポート,レポートリポート,,报告,,,
今夜,こんや,,今晚,,,
倍,ばい,,双,,,
降り出す,ふりだす,,开始下雨,,,
周り,まわり,,环境,,,
すく,すく,,变得空虚,,,
説明,せつめい,,解释,,,
番組,ばんぐみ,,电视或广播节目,,,
規則,きそく,,法规,,,
退院,たいいん,,出院,,,
水泳,すいえい,,游泳,,,
校長,こうちょう,,校长,,,
恥ずかしい,はずかしい,,尴尬,,,
辞典,じてん,,字典,,,
引っ越す,ひっこす,,搬家,,,
暖房,だんぼう,,加热,,,
復習,ふくしゅう,,校订,,,
召し上がる,めしあがる,,（礼貌）吃饭,,,
乾く,かわく,,晾干,,,
戦争,せんそう,,战争,,,
泊まる,とまる,,寄宿地点,,,
見物,けんぶつ,,观光,,,
教会,きょうかい,,教堂,,,
凄い,すごい,,了不起,,,
枝,えだ,,树枝， 树枝,,,
向かう,むかう,,面对,,,
止む,やむ,,停止,,,
建てる,たてる,,构建,,,
夢,ゆめ,,梦,,,
仕方,しかた,,方法,,,
しっかり,しっかり,,坚定，稳定,,,
世話,せわ,,照顾,,,
深い,ふかい,,深,,,
珍しい,めずらしい,,罕见,,,
こと,こと,,事物，物质,,,
砂,すな,,沙,,,
反対,はんたい,,反对,,,
気,き,,精神，心情,,,
娘,むすめ,,（谦卑）女儿,,,
会議室,かいぎしつ,,会议室,,,
大分,おおいた,,大大,,,
小学校,しょうがっこう,,小学,,,
無くなる,なくなる,,消失，迷失,,,
祈る,いのる,,祷告,,,
選ぶ,えらぶ,,选择,,,
味,あじ,,味道,,,
はず,はず,,应该是这样,,,
どんどん,どんどん,,越来越多,,,
間違える,まちがえる,,犯错,,,
下げる,さげる,,挂，降，后移,,,
御主人,ごしゅじん,,（尊敬的）你的丈夫,,,
このあいだ,このあいだ,,前几天，最近,,,
ぜひ,ぜひ,,必定,,,
戻る,もどる,,回头,,,
