word,kana,pos,meaning,example,example_trans,image_url
姉,あね,,（谦卑）姐姐,,,
砂糖,さとう,,糖,,,
白,しろ,,白,,,
そうして/そして,そうしてそして,,和,,,
分かる,わかる,,被理解,,,
はく,はく,,穿，穿裤子,,,
両親,りょうしん,,父母双方,,,
朝,あさ,,上午,,,
ドア,ドア,,西式门,,,
先生,せんせい,,教师、医生,,,
大きい,おおきい,,大,,,
ギター,ギター,,吉他,,,
醤油,しょうゆ,,酱油,,,
コップ,コップ,,杯子,,,
警官,けいかん,,警察,,,
九,きゅう,,九,,,
買う,かう,,购买,,,
マッチ,マッチ,,火柴,,,
出る,でる,,出现，离开,,,
並ぶ,ならぶ,,排成一排，站成一排,,,
掃除,そうじ,,清洁，清扫,,,
音楽,おんがく,,音乐,,,
ラジカセ / ラジオカセット,ラジカセラジオカセット,,收音机盒式磁带播放器,,,
飲み物,のみもの,,一杯饮料,,,
いつも,いつも,,总是,,,
池,いけ,,池塘,,,
買い物,かいもの,,购物,,,
洋服,ようふく,,西式服装,,,
そこ,そこ,,那个地方,,,
ストーブ,ストーブ,,加热器,,,
昨夜,さくや,,昨天晚上,,,
来月,らいげつ,,下个月,,,
海,うみ,,海,,,
切符,きっぷ,,票,,,
四日,よんにち,,四天，每月的第四天,,,
遠い,とおい,,远,,,
その,その,,那,,,
月曜日,げつようび,,星期一,,,
散歩,さんぽ,,漫步,,,
地下鉄,ちかてつ,,地铁,,,
伯父/叔父,おじおじ,,舅舅，中年绅士,,,
痛い,いたい,,痛苦,,,
いす,いす,,椅子,,,
飛ぶ,とぶ,,飞翔，跳跃,,,
八日,はちにち,,八天，每月八日,,,
自分,じぶん,,自己,,,
習う,ならう,,要了解,,,
千,せん,,千,,,
寒い,さむい,,冷,,,
いい/よい,いいよい,,好,,,
時計,とけい,,手表，时钟,,,
コート,コート,,大衣，网球场,,,
旅行,りょこう,,旅行,,,
今晩,こんばん,,今晚,,,
晴れる,はれる,,阳光明媚,,,
ペット,ペット,,宠物,,,
練習,れんしゅう,,练习,,,
それから,それから,,然后,,,
教える,おしえる,,教导，讲述,,,
時々,ときどき,,有时,,,
ポケット,ポケット,,口袋,,,
ここ,ここ,,这里,,,
キロ/キロメートル,キロキロメートル,,公里,,,
今月,こんげつ,,本月,,,
弾く,ひく,,用弦乐演奏乐器，包括钢琴,,,
本,ほん,,书,,,
目,め,,眼睛,,,
いくつ,いくつ,,多少？，多大了？,,,
ゆっくりと,ゆっくりと,,慢慢,,,
一月,いちがつ,,一月,,,
去年,きょねん,,去年,,,
たて,たて,,长度，高度,,,
カップ,カップ,,杯子,,,
こちら,こちら,,这个人或方式,,,
夏休み,なつやすみ,,暑假,,,
いろいろ,いろいろ,,各种,,,
来る,くる,,来,,,
三日,さんにち,,三天，每月第三天,,,
遅い,おそい,,迟到，慢,,,
終る,おわる,,完成,,,
シャワー,シャワー,,淋浴,,,
多い,おおい,,多,,,
お父さん,おとうさん,,（尊敬的）父亲,,,
生徒,せいと,,学生,,,
借りる,かりる,,借用,,,
大学,だいがく,,大学,,,
土曜日,どようび,,星期六,,,
西,にし,,西,,,
火曜日,かようび,,星期二,,,
丈夫,じょうぶ,,坚固、耐用,,,
どうも,どうも,,谢谢,,,
野菜,やさい,,蔬菜,,,
お手洗い,おてあらい,,洗手间，厕所,,,
漢字,かんじ,,汉字,,,
賑やか,にぎやか,,熙熙攘攘，熙熙攘,,,
花,はな,,花,,,
男,おとこ,,男人,,,
料理,りょうり,,菜,,,
閉まる,しまる,,关闭，关闭,,,
六つ,むっつ,,六,,,
ふろ,ふろ,,浴,,,
立派,りっぱ,,灿烂,,,
軽い,かるい,,轻的，轻,,,
トイレ,トイレ,,厕所,,,
百,ひゃく,,百,,,
方,ほう,,人，做事方式,,,
靴,くつ,,鞋,,,
静か,しずか,,安静,,,
シャツ,シャツ,,衬衫,,,
薬,くすり,,药,,,
面白い,おもしろい,,有趣,,,
いつ,いつ,,什么时候,,,
困る,こまる,,担心,,,
お酒,おさけ,,酒类、米酒,,,
お菓子,おかし,,糖果，糖果,,,
暗い,くらい,,暗的，黑暗的，阴沉的,,,
天気,てんき,,天气,,,
机,つくえ,,书桌,,,
スリッパ,スリッパ,,拖鞋,,,
歌う,うたう,,唱歌,,,
話す,はなす,,说话,,,
絵,え,,图片,,,
ええ,ええ,,是的,,,
八つ,やっつ,,八,,,
不味い,まずい,,不愉快,,,
帽子,ぼうし,,帽子,,,
登る,のぼる,,攀登,,,
六,ろく,,六,,,
二,に,,二,,,
近く,ちかく,,近,,,
国,くに,,国家,,,
綺麗,きれい,,漂亮，干净,,,
テープレコーダー,テープレコーダー,,录音机,,,
ホテル,ホテル,,旅馆,,,
暖かい,あたたかい,,温暖,,,
それでは,それでは,,在那种情况下,,,
押す,おす,,推动，盖章,,,
食堂,しょくどう,,食堂,,,
黄色,きいろ,,黄色,,,
聞く,きく,,去听，去听，去问,,,
好き,すき,,喜欢,,,
五日,ごにち,,五天，第五天,,,
咲く,さく,,绽放,,,
消す,けす,,擦除， 关闭电源,,,
荷物,にもつ,,行李,,,
毎日,まいにち,,每天,,,
医者,いしゃ,,医生,,,
長い,ながい,,长,,,
牛乳,ぎゅうにゅう,,牛奶,,,
お茶,おちゃ,,绿茶,,,
高い,たかい,,高大，昂贵,,,
一昨年,いっさくねん,,前年,,,
宿題,しゅくだい,,作业,,,
ある,ある,,to be，to have（用于无生命的物体）,,,
出口,いでぐち,,退出,,,
先,さき,,未来，以前,,,
雨,あめ,,雨,,,
乗る,のる,,上车，骑车,,,
病気,びょうき,,疾病,,,
所,ところ,,地方,,,
歩く,あるく,,走路,,,
冷たい,つめたい,,摸起来很冷,,,
汚い,きたない,,脏,,,
速い,はやい,,快,,,
公園,こうえん,,公园,,,
曇る,くもる,,变得浑浊，变得昏暗,,,
知る,しる,,要知道,,,
歯,は,,牙,,,
女,おんな,,女人,,,
大使館,たいしかん,,大使馆,,,
スプーン,スプーン,,勺子,,,
本棚,ほんだな,,书架,,,
ゼロ,ゼロ,,零,,,
テレビ,テレビ,,电视,,,
悪い,わるい,,坏,,,
つける,つける,,打开,,,
忙しい,いそがしい,,忙碌，烦躁,,,
あなた,あなた,,你,,,
戸,と,,日式门,,,
どうして,どうして,,出于什么原因,,,
お母さん,おかあさん,,（尊敬的）母亲,,,
カメラ,カメラ,,照相机,,,
子供,こども,,孩子,,,
空,そら,,天空,,,
手紙,てがみ,,信,,,
歌,うた,,歌,,,
結婚,けっこん,,婚,,,
嫌い,きらい,,讨厌，不喜欢,,,
もう,もう,,已经,,,
レコード,レコード,,记录，唱片,,,
食べる,たべる,,吃,,,
誰,だれ,,谁,,,
帰る,かえる,,返回,,,
会社,かいしゃ,,公司,,,
ちょっと,ちょっと,,有点,,,
夕方,ゆうがた,,傍晚,,,
あれ,あれ,,那,,,
脱ぐ,ぬぐ,,脱掉衣服,,,
飛行機,ひこうき,,飞机,,,
若い,わかい,,年轻,,,
細い,ほそい,,薄,,,
スカート,スカート,,裙子,,,
四つ,よっつ,,四,,,
働く,はたらく,,去工作,,,
川/河,かわかわ,,河,,,
グラム,グラム,,克,,,
低い,ひくい,,短，低,,,
階段,かいだん,,楼梯,,,
辺,あたり,,面积,,,
門,もん,,门,,,
金曜日,きんようび,,星期五,,,
バス,バス,,公共汽车，巴士,,,
字引,じびき,,字典,,,
八,はち,,八,,,
万,ばん,,万,,,
建物,たてもの,,建筑,,,
伯母さん/叔母さん,おばさんおばさん,,阿姨,,,
授業,じゅぎょう,,课、课业,,,
置く,おく,,把,,,
駅,えき,,站,,,
銀行,ぎんこう,,银行,,,
九日,きゅうにち,,九天，第九天,,,
曲る,まがる,,转弯，弯腰,,,
横,よこ,,旁边，侧面，宽度,,,
文章,ぶんしょう,,句子，文本,,,
ベッド,ベッド,,床,,,
北,きた,,北,,,
かける,かける,,通过电话呼叫,,,
座る,すわる,,坐下,,,
二日,ににち,,两天，每月的第二天,,,
御飯,ごはん,,煮熟的米饭，餐食,,,
お弁当,おべんとう,,盒装午餐,,,
車,くるま,,汽车， 车辆,,,
より、ほう,よりほう,,用于比较。,,,
毎晩,まいばん,,每晚,,,
着く,つく,,到达,,,
渡る,わたる,,穿越,,,
作文,さくぶん,,作文、写作,,,
近い,ちかい,,近,,,
道,みち,,道路，路，街道,,,
五つ,いつつ,,五,,,
どれ,どれ,,其中（三个或更多）,,,
玄関,げんかん,,入口大厅,,,
消える,きえる,,消失,,,
台所,だいどころ,,厨房,,,
真っ直ぐ,まっすぐ,,直行，直行,,,
自動車,じどうしゃ,,汽车,,,
ページ,ページ,,页,,,
来週,らいしゅう,,下周，下个星期,,,
手,て,,手,,,
昼御飯,ひるごはん,,午饭,,,
服,ふく,,衣服,,,
する,する,,去做,,,
廊下,ろうか,,走廊,,,
黒,くろ,,黑,,,
今,いま,,现在,,,
そちら,そちら,,那边,,,
また,また,,再次，和,,,
たいへん,たいへん,,非常,,,
どう,どう,,如何，以何种方式,,,
ボタン,ボタン,,按钮,,,
学生,がくせい,,学生,,,
クラス,クラス,,班级，类,,,
しかし,しかし,,然而,,,
よく,よく,,经常，很好,,,
お風呂,おふろ,,浴,,,
無くす,なくす,,失去一些东西,,,
遊ぶ,あそぶ,,去玩，去参观,,,
有名,ゆうめい,,著名,,,
人,ひと,,人,,,
靴下,くつした,,袜子,,,
いいえ,いいえ,,不,,,
元気,げんき,,健康、活力,,,
一つ,ひとつ,,一,,,
家庭,かてい,,家庭,,,
三つ,みっつ,,三,,,
休む,やすむ,,休息,,,
口,くち,,嘴巴，张开,,,
便利,べんり,,有用，方便,,,
言葉,ことば,,单词、语言,,,
茶碗,ちゃわん,,饭碗,,,
年,とし,,年,,,
入る,はいる,,进入，包含,,,
貸す,かす,,借出,,,
十日,じゅうにち,,十天，第十天,,,
閉める,しめる,,关闭某些内容,,,
初めて,はじめて,,第一次,,,
締める,しめる,,打领带,,,
二つ,ふたつ,,二,,,
奥さん,おくさん,,（尊敬的）妻子,,,
六日,ろくにち,,六天，每月第六天,,,
交差点,こうさてん,,路口,,,
犬,いぬ,,狗,,,
昨日,きのう,,昨天,,,
八百屋,やおや,,蔬菜水果商,,,
だんだん,だんだん,,逐渐,,,
昼,ひる,,中午、白天,,,
あまり,あまり,,不是很,,,
重い,おもい,,重,,,
貼る,はる,,坚持,,,
大切,たいせつ,,重要,,,
中,なか,,中间,,,
行く,いく,,去,,,
右,みぎ,,右,,,
パン,パン,,面包,,,
橋,はし,,桥,,,
兄,あに,,（谦卑）哥哥,,,
あそこ,あそこ,,那边,,,
吸う,すう,,抽烟，吸吮,,,
短い,みじかい,,短,,,
飲む,のむ,,喝酒,,,
妹,いもうと,,（谦卑）妹妹,,,
広い,ひろい,,宽敞，宽阔,,,
弱い,よわい,,弱,,,
欲しい,ほしい,,要,,,
隣,となり,,隔壁,,,
なる,なる,,成为,,,
洗う,あらう,,洗涤,,,
零,れい,,零,,,
鞄,かばん,,包，手提包,,,
エレベーター,エレベーター,,电梯,,,
午前,ごぜん,,上午,,,
売る,うる,,出售,,,
セーター,セーター,,毛衣， 套头衫,,,
話,はなし,,讲座，故事,,,
秋,あき,,秋天,,,
先週,せんしゅう,,上个星期,,,
開ける,あける,,打开,,,
あの,あの,,那边,,,
背,せ,,身高、身材,,,
降る,ふる,,跌倒，例如下雨或下雪,,,
難しい,むずかしい,,难,,,
大人,おとな,,成人,,,
町,まち,,城镇，城市,,,
黒い,くろい,,黑,,,
皆さん,みなさん,,各位,,,
三,さん,,三,,,
これ,これ,,这,,,
答える,こたえる,,回答,,,
喫茶店,きっさてん,,咖啡休息室,,,
少し,すこし,,少,,,
そば,そば,,近，旁,,,
万年筆,まんねんひつ,,钢笔,,,
おなか,おなか,,胃,,,
映画館,えいがかん,,电影院,,,
兄弟,きょうだい,,（谦卑的）兄弟姐妹,,,
入れる,いれる,,放入,,,
まだ,まだ,,然而，仍然,,,
電車,でんしゃ,,电动火车,,,
立つ,たつ,,站立,,,
ポスト,ポスト,,邮筒,,,
なぜ,なぜ,,为什么,,,
できる,できる,,为了能够,,,
ズボン,ズボン,,裤子,,,
ネクタイ,ネクタイ,,领带，领带,,,
魚,さかな,,鱼,,,
テーブル,テーブル,,桌子,,,
九つ,ここのつ,,九,,,
傘,かさ,,伞,,,
毎週,まいしゅう,,每周,,,
安い,やすい,,便宜,,,
眼鏡,めがね,,眼镜,,,
白い,しろい,,白,,,
鉛筆,えんぴつ,,铅笔,,,
返す,かえす,,退货,,,
外,そと,,外面,,,
初め/始め,はじめはじめ,,开始,,,
食べ物,たべもの,,食物,,,
どうぞ,どうぞ,,请,,,
青い,あおい,,蓝,,,
この,この,,这,,,
二十日,にじゅうにち,,二十天，二十天,,,
財布,さいふ,,钱包,,,
学校,がっこう,,学校,,,
疲れる,つかれる,,累了,,,
先月,せんげつ,,上个月,,,
ボールペン,ボールペン,,圆珠笔,,,
お姉さん,おねえさん,,（尊敬的）姐姐,,,
涼しい,すずしい,,凉爽,,,
新しい,あたらしい,,新的,,,
撮る,とる,,拍摄照片或录制影片,,,
メートル,メートル,,米,,,
コーヒー,コーヒー,,咖啡,,,
四,よん,,四,,,
暇,ひま,,闲暇,,,
でも,でも,,但,,,
一人,いちにん,,一人,,,
読む,よむ,,阅读,,,
アパート,アパート,,公寓,,,
言う,いう,,说,,,
前,まえ,,以前,,,
豚肉,ぶたにく,,猪肉,,,
ください,ください,,请,,,
洗濯,せんたく,,洗涤,,,
庭,にわ,,花园,,,
住む,すむ,,住进去,,,
意味,いみ,,意义,,,
ほか,ほか,,其他，其余,,,
狭い,せまい,,窄,,,
今日,きょう,,今天,,,
待つ,まつ,,等待,,,
名前,なまえ,,名字,,,
五,ご,,五,,,
では,では,,有了那个...,,,
今週,こんしゅう,,本周,,,
多分,たぶん,,可能,,,
止まる,とまる,,停下来,,,
さ来年,さらいねん,,年后,,,
スポーツ,スポーツ,,运动,,,
水,みず,,水,,,
風,かぜ,,风,,,
半,はん,,半,,,
誕生日,たんじょうび,,生日,,,
カレー,カレー,,咖哩,,,
フィルム,フィルム,,胶卷,,,
使う,つかう,,要使用,,,
ペン,ペン,,笔,,,
部屋,へや,,房间,,,
十,じゅう,,十,,,
弟,おとうと,,弟弟,,,
入口,いりぐち,,入口,,,
そっち,そっち,,那边,,,
牛肉,ぎゅうにく,,牛肉,,,
上手,じょうず,,熟练,,,
結構,けっこう,,灿烂，足够了,,,
覚える,おぼえる,,要记住,,,
小さな,ちいさな,,小,,,
生まれる,うまれる,,出生,,,
体,からだ,,身体,,,
どの,どの,,哪,,,
赤い,あかい,,红,,,
問題,もんだい,,问题,,,
二人,ににん,,两个人,,,
友達,ともだち,,朋友,,,
家族,かぞく,,家庭,,,
夜,よる,,傍晚，夜晚,,,
足,あし,,脚、腿,,,
果物,くだもの,,水果,,,
切手,きって,,邮票,,,
封筒,ふうとう,,信封,,,
いちばん,いちばん,,最好，第一,,,
詰らない,なじらない,,无聊的,,,
引く,ひく,,拉动,,,
死ぬ,しぬ,,去死,,,
後,のち,,之后,,,
茶色,ちゃいろ,,棕色,,,
七つ,ななつ,,七,,,
新聞,しんぶん,,报纸,,,
易しい,やさしい,,简单，简单,,,
映画,えいが,,电影,,,
煩い,うるさい,,嘈杂，烦人,,,
村,むら,,村,,,
あびる,あびる,,洗澡，淋浴,,,
飴,あめ,,糖果,,,
辛い,つらい,,痛苦,,,
おばあさん,おばあさん,,祖母，女性老年人,,,
同じ,おなじ,,相同,,,
寝る,ねる,,上床睡觉，睡觉,,,
もっと,もっと,,更多,,,
雑誌,ざっし,,杂志,,,
会う,あう,,见面,,,
要る,いる,,需要,,,
緑,みどり,,绿,,,
写真,しゃしん,,照片,,,
今年,ことし,,今年,,,
灰皿,はいざら,,烟灰缸,,,
二十歳,にじゅうさい,,20岁，20岁,,,
