word,kana,pos,meaning,example,example_trans,image_url
出くわす,でくわす,,碰巧相遇，相遇,,,
捕鯨,ほげい,,捕鲸、捕鲸,,,
待ち望む,まちのぞむ,,焦急地寻找，热切地等待,,,
周期,しゅうき,,周期， 周期,,,
芝,しば,,草坪， 草皮， 草皮,,,
和風,わふう,,日式风格,,,
老ける,ふける,,到年龄,,,
重役,じゅうやく,,责任重大，董事,,,
汚れ,よごれ,,污秽、污秽、耻辱,,,
塾,じゅく,,教练学校， 课程,,,
紛らわしい,まぎらわしい,,令人困惑、误导、模棱两可、模棱两可,,,
血管,けっかん,,血管,,,
事前,じぜん,,事前、事前、事前,,,
圏,けん,,球体、圆形、范围,,,
何なり,なになり,,任何，任何事情，随便什么,,,
掻き回す,かきまわす,,搅动，搅动，洗劫，扰乱,,,
最早,もはや,,已经，现在,,,
両極,りょうきょく,,两端，北极和南极，正极和负极,,,
休学,きゅうがく,,暂时旷课、停学,,,
レディー,レディー,,女士,,,
阻止,そし,,阻挠、检查、阻碍、预防、拦截,,,
訴え,うったえ,,诉讼、投诉,,,
詐欺,さぎ,,欺诈、诈骗,,,
焚火,たきび,,（明）火,,,
逆立ち,さかだち,,倒立， 倒立,,,
一言,ひとこと,,单字,,,
偏る,かたよる,,片面、倾斜、偏袒、偏见、倾斜、偏颇,,,
動員,どういん,,动员,,,
過ち,あやまち,,过失、错误、轻率,,,
炭素,たんそ,,碳 （C）,,,
寛容,かんよう,,宽容、宽容、慷慨,,,
慣例,かんれい,,惯例、先例、惯例,,,
ライス,ライス,,米,,,
仕入れる,しいれる,,储备库存，补充库存，采购,,,
繕う,つくろう,,修补、修理、修复、修补、打磨、整理、调整、修剪,,,
綻びる,ほころびる,,在接缝处分开，开始打开，灿烂地微笑,,,
お大事に,おだいじに,,照顾好自己,,,
転じる,てんじる,,转身、转移、改变、分散注意力,,,
単独,たんどく,,单人、独立、单人、单人（飞行）,,,
暇,ひま,,空闲时间、闲暇时间、休假、业余时间、告别,,,
ロマンチック,ロマンチック,,浪漫,,,
勤務,きんむ,,服务， 职责， 工作,,,
原書,げんしょ,,原始文件,,,
ガイド,ガイド,,导游,,,
賭ける,かける,,下注，下注，冒险，下注，赌博,,,
嚏,くしゃみ,,打喷嚏,,,
何時か,いつか,,某个时间，某一天，某一天，某个时间，某天，在适当的时候，在时间上,,,
交わる,まじわる,,交叉，交叉，联系，交往，兴趣，加入,,,
暗算,あんざん,,心算,,,
所定,しょてい,,固定， 规定,,,
徐々,じょ,,渐渐地，稳步地，悄悄地，慢慢地，很快,,,
国土,こくど,,领域,,,
インテリ,インテリ,,蛋头，知识分子,,,
逃れる,のがれる,,逃避,,,
遺跡,いせき,,历史遗迹（遗迹）,,,
勤め先,つとめさき,,工作地点,,,
威力,いりょく,,权力， 威力， 权威， 影响,,,
司る,つかさどる,,统治，治理，管理,,,
整列,せいれつ,,站成一排，排成一排,,,
区,く,,病房、区、科,,,
なんだかんだ,なんだかんだ,,某物或其他,,,
落ち込む,おちこむ,,陷入，感到沮丧（悲伤）,,,
放り込む,ほうりこむ,,扔进去,,,
未定,みてい,,尚未修复、未定、待定,,,
吹奏,すいそう,,演奏管乐器,,,
行政,ぎょうせい,,管理,,,
恰度,ちょうど,,恰到好处，没错，没错,,,
無用,むよう,,无用的、徒劳的、不必要的、不必要的,,,
決まる,きまる,,待定，待定，穿（衣服）好看,,,
レンタカー,レンタカー,,租车（点亮：租车）,,,
親善,しんぜん,,友谊,,,
呉れ呉れも,くれくれも,,一再、真诚、认真,,,
痛感,つうかん,,敏锐地感受，充分意识到,,,
其処,そのしょ,,那个地方，那里,,,
際,さい,,边缘， 边缘， 边缘， 侧面,,,
其処で,そのしょで,,所以（conj），因此，现在，然后，因此,,,
光熱費,こうねつひ,,燃料和照明成本,,,
補償,ほしょう,,补偿、赔偿,,,
決行,けっこう,,做（下定决心），执行（即计划）,,,
関税,かんぜい,,海关、关税、关税,,,
捧げる,ささげる,,举起，给予，奉献，奉献，奉献，牺牲，奉献,,,
煽てる,おだてる,,煽动，煽动，奉承,,,
断言,だんげん,,声明、确认,,,
降水,こうすい,,降雨量， 降水,,,
ダンプ,ダンプ,,转 储,,,
御免なさい,ごめんなさい,,对不起，对不起,,,
ガイドブック,ガイドブック,,指南,,,
填める,はめる,,进入，插入，穿上，做爱,,,
前もって,まえもって,,事先、事先、之前,,,
ポーズ,ポーズ,,暂停,,,
屹度,キッど,,1. （英国） 当然，毫无疑问，当然，毫无疑问，毫无疑问，毫无疑问，2.严厉，严厉,,,
宜しく,よろしく,,好吧，适当，适当，最好的问候，请记住我,,,
大筋,おおすじ,,大纲、总结,,,
資格,しかく,,资格、要求、能力,,,
憎しみ,にくしみ,,仇恨,,,
兼ねて,かねて,,同时,,,
修士,しゅうし,,硕士学位课程,,,
就業,しゅうぎょう,,就业，开始工作,,,
上がり,あがり,,1.坡度、预收、作物产量、上升、上升、前进、死亡、纺纱、完成、停止、完成、完成、之后,,,
宣教,せんきょう,,宗教使命,,,
柵,しがらみ,,篱笆， 苍白,,,
真っ二つ,まっふたつ,,分成两等份,,,
クラブ,クラブ,,俱乐部， 螃蟹,,,
演出,えんしゅつ,,制作（如戏剧）、导演,,,
始発,しはつ,,首班车,,,
室,しつ,,房间,,,
浪費,ろうひ,,浪费、奢侈,,,
杖,つえ,,甘蔗,,,
短縮,たんしゅく,,缩短、缩写、还原,,,
簡潔,かんけつ,,简洁、简洁、简单,,,
指摘,してき,,指出， 识别,,,
賛成,さんせい,,批准、同意、支持、支持,,,
流し,ながし,,沉,,,
-固有,こゆう,,特征， 传统， 奇特， 固有， 特征,,,
励ます,はげます,,鼓励，欢呼，提高（声音）,,,
掲げる,かかげる,,出版、印刷、携带（文章）、张贴、闲逛、吊起、飞翔（帆）、漂浮（a,,,
没収,ぼっしゅう,,没收,,,
倹約,けんやく,,节俭、节约、节俭,,,
如何にも,いかにも,,事实上，真的，这句话的意思是协议,,,
重,おも,,-fold， -层,,,
早める,はやめる,,加速，加快，加速，沉淀，加速,,,
舗装,ほそう,,路面、路面,,,
横綱,よこづな,,相扑冠军,,,
若干,じゃっかん,,一些，几个，数量,,,
聴診器,ちょうしんき,,听诊器,,,
犠牲,ぎせい,,牺牲,,,
御免ください,ごめんください,,我可以进来吗？,,,
議案,ぎあん,,立法法案,,,
修学,しゅうがく,,学习,,,
灯,あかり,,光,,,
婉曲,えんきょく,,委婉语、迂回语、迂回语、间接语、影射语,,,
引き下げる,ひきさげる,,拉下，降低，减少，撤回,,,
お蔭,おかげ,,（您的）支持、协助,,,
カクテル,カクテル,,鸡尾酒,,,
特産,とくさん,,特产、特产,,,
賑わう,にぎわう,,兴旺发达，兴旺发达，兴旺发达，人头攒动,,,
逞しい,たくましい,,魁梧、强壮、结实,,,
アンケート,アンケート,,（法文：）（n） 问卷调查（法语：Enquete），调查,,,
用品,ようひん,,物品、耗材、零件,,,
落ち葉,おちば,,落叶、落叶、落叶、落叶,,,
年頃,としごろ,,年龄、适婚年龄、青春期、青春期、若干年,,,
奇数,きすう,,奇数,,,
徴収,ちょうしゅう,,征收、征费,,,
犯す,おかす,,犯下、实施、侵犯、强奸,,,
世論,せろん,,舆论,,,
結び付く,むすびつく,,连接或关联，联合在一起,,,
自動詞,じどうし,,不及物动词（无直接 obj）,,,
不吉,ふきつ,,不祥的、险恶的、厄运的、不祥的、不吉利的,,,
仏,ふつ,,法语,,,
段々,だんだん,,渐渐地，按度数,,,
空間,くうかん,,空置、出租或租赁的房间,,,
スピード,スピード,,速度,,,
綴じる,とじる,,绑定， 文件,,,
じっくり,じっくり,,刻意，小心,,,
断然,だんぜん,,坚定，绝对，绝对,,,
行い,おこない,,行为， 行为， 行为， 行动， 禁欲主义,,,
卯,う,,中国十二生肖的第四个星座（野兔，2月东部凌晨5点至7点）,,,
泊,とまり,,住宿晚数柜台,,,
束の間,つかのま,,瞬间， 短暂的时间， 短暂的， 短暂的,,,
骨,ほね,,诀窍，技巧,,,
廃止,はいし,,废除、废除,,,
読者,どくしゃ,,读者,,,
園,えん,,花园， 公园， 种植园,,,
中断,ちゅうだん,,中断、暂停、中断,,,
進化,しんか,,进化，进步,,,
竿,さお,,杆、杆（例如用于烘干衣物）,,,
下取り,したどり,,以旧换新，零件交换,,,
貫禄,かんろく,,存在，尊严,,,
桟橋,さんばし,,码头、桥梁、码头、码头,,,
耕作,こうさく,,栽培、耕作,,,
悪日,あくび,,不吉利的一天,,,
妬む,ねたむ,,嫉妒，嫉妒,,,
玄人,くろうと,,专家， 专业， 艺妓，,,,
印鑑,いんかん,,印章、印章,,,
軍服,ぐんぷく,,军装或海军制服,,,
忽ち,たちまち,,一下子，一会儿，突然，一下子,,,
案じる,あんじる,,焦虑，沉思,,,
コントロール,コントロール,,控制,,,
擽ぐったい,くすぐぐったい,,怕痒,,,
星座,せいざ,,星座,,,
実業家,じつぎょうか,,实业家、商人,,,
音,おと,,声音、音符,,,
知り合い,しりあい,,熟人,,,
優位,ゆうい,,优势、优势、优势,,,
其れから,それから,,然后，在那之后,,,
ちらっと,ちらっと,,一目了然，偶然,,,
海峡,かいきょう,,渠道,,,
出入り口,でいりぐち,,出口和入口,,,
仕付ける,しつける,,习惯于一份工作，开始做事，打磨，钉子，种植,,,
ドライバー,ドライバー,,起子， 螺丝刀,,,
彼処,あそこ,,1. （英国） 那边，那边，那个地方， 2.（X） （col） 生殖器,,,
公用,こうよう,,政府事业、公共用途、公共费用,,,
何気ない,なにげない,,随意，不在乎,,,
規約,きやく,,协议、规则、代码,,,
闇,やみ,,黑暗， 黑暗， 黑市， 黑暗， 阴暗， 非法,,,
ダブる,ダブる,,重合（同一天秋天），拥有两件事，失败后重读一个学年,,,
無茶苦茶,むちゃくちゃ,,混乱、混乱、混淆、不合理,,,
専修,せんしゅう,,专业化,,,
紡績,ぼうせき,,纺纱,,,
決算,けっさん,,资产负债表、结算,,,
有する,ゆうする,,拥有，被赋予,,,
配分,はいぶん,,分配、分配,,,
辿り着く,たどりつく,,摸索，挣扎，挣扎后到达某个地方,,,
頬っぺた,ほおっぺた,,脸颊,,,
差異,さい,,差异，差异,,,
凝る,こる,,凝结，冻结,,,
船舶,せんぱく,,船,,,
一連,いちれん,,一个系列，一条链子，一令（纸）,,,
猛烈,もうれつ,,暴力、激烈、愤怒,,,
真珠,しんじゅ,,珍珠,,,
証拠,しょうこ,,证据，证明,,,
ご苦労様,ごくろうさま,,非常感谢你的....,,,
密集,みっしゅう,,人群，紧密的阵型，密集,,,
申し出る,もうしでる,,报告、告诉、建议、提交、请求、提出要约、提出信息,,,
回覧,かいらん,,流通,,,
同調,どうちょう,,同情、同意、对齐、调整,,,
蓄積,ちくせき,,积累、积累、储存,,,
把握,はあく,,抓住、捕捉、理解,,,
重宝,ちょうほう,,无价之宝，方便，实用,,,
蜜,みつ,,花蜜，蜂蜜,,,
冒頭,ぼうとう,,开始、开始、开始,,,
ご馳走さま,ごちそうさま,,盛宴,,,
打開,だかい,,打破僵局,,,
手配,てはい,,安排、搜查（由警方）,,,
この間,このかん,,前几天，最近，最近,,,
爽やか,さわやか,,清新、清爽、振奋、清晰、流畅、雄辩,,,
拝借,はいしゃく,,借贷,,,
住,じゅう,,居住， 生活,,,
他動詞,たどうし,,及物动词 （direct obj）,,,
災害,さいがい,,灾难、灾难、不幸,,,
不在,ふざい,,缺席,,,
主食,しゅしょく,,主食,,,
反,はん,,布卷（约 10 码），.245 英亩，300 坪,,,
目論見,もくろみ,,一个计划，一个方案，一个项目，一个方案，意图，目标,,,
運搬,うんぱん,,运输， 运输,,,
花壇,かだん,,花坛,,,
模型,もけい,,模型， 假人， 模型,,,
半端,はんぱ,,残余、碎片、不完整集、分数、奇数和、不完整,,,
至って,いたって,,非常，非常，非常,,,
峰,みね,,峰、脊,,,
業,ごう,,佛教业力，前世所犯的行为,,,
潤う,うるおう,,要湿润，要湿润，要湿润，要获利，要被浇灌，要得到好处，要受宠，要迷人，要受宠，要受人尊敬,,,
浮気,うわき,,轻浮、善变、肆意、不忠,,,
帰京,ききょう,,返回东京,,,
兼業,けんぎょう,,副业，第二业务,,,
打撃,だげき,,1. 打击、冲击、打击、损坏、 2.击球（棒球）,,,
オンライン,オンライン,,在线,,,
達成,たっせい,,成就,,,
酸っぱい,すっぱい,,酸味，酸味,,,
持て成す,もてなす,,招待，欢迎,,,
コンパス,コンパス,,指南针,,,
デザイン,デザイン,,设计,,,
強まる,つよまる,,要变得坚强，要获得力量,,,
短大,たんだい,,大专,,,
掬う,すくう,,舀，舀,,,
見っともない,みっともない,,可耻，不雅,,,
余程,よほど,,非常，非常，很大程度上，相当,,,
不服,ふふく,,不满、不满、不赞成、反对、投诉、抗议、不同意,,,
位地,いち,,地方， 情况， 位置， 位置,,,
裸足,はだし,,赤脚,,,
統治,とうち,,统治， 统治， 政府， 治理,,,
改定,かいてい,,改革,,,
堪える,こたえる,,要承受，要站立，要忍耐，要忍受，要支持，要承受，要抵抗，要勇敢，要适合，t,,,
タイム,タイム,,时间,,,
電源,でんげん,,电力来源、电源（电视上的按钮等）,,,
履歴,りれき,,个人历史、背景、职业、日志,,,
処分,しょぶん,,处置、交易、惩罚,,,
殴る,なぐる,,打击，打击,,,
火星,かせい,,火星（行星）,,,
怪獣,かいじゅう,,怪物,,,
トランジスター,トランジスター,,晶体管,,,
公立,こうりつ,,公共（机构）,,,
潜入,せんにゅう,,渗透，潜入,,,
貴族,きぞく,,贵族， 贵族,,,
達者,たっしゃ,,技术娴熟，身体健康,,,
故人,こじん,,逝者，老朋友,,,
回送,かいそう,,转发,,,
火花,ひばな,,火花,,,
申し込み,もうしこみ,,申请、参赛、请求、订阅、报价、提案、序曲、挑战,,,
生計,せいけい,,生计， 生活,,,
雑木,ざつぼく,,各种小树，各式各样的树木,,,
年号,ねんごう,,年号、年号,,,
貝殻,かいがら,,壳,,,
平常,へいじょう,,正常，平常,,,
共産,きょうさん,,共产主义,,,
植民地,しょくみんち,,殖民地,,,
覆す,くつがえす,,推翻，扰乱，推翻，破坏,,,
率いる,ひきいる,,领导，带头（一个团体），指挥（部队）,,,
元年,がんねん,,第一年（特定统治时期）,,,
磁器,じき,,瓷器， 中国,,,
タレント,タレント,,才华、明星、个性,,,
怒る,おこる,,生气，生气,,,
悪,わる,,邪恶，邪恶,,,
負う,おう,,承担，欠,,,
団結,だんけつ,,团结、联合、组合,,,
矢鱈に,やたらに,,随机的、鲁莽的、盲目的,,,
グラフ,グラフ,,图,,,
圧力,あつりょく,,应力、压力,,,
所々,ところどころ,,这里和那里，（某物）的某些部分,,,
信任,しんにん,,信任，信心，信誉,,,
主任,しゅにん,,负责人、负责人,,,
シック,シック,,优美,,,
灰,はい,,泡泡汁,,,
気障,きさわ,,感情、自负、势利,,,
朽ちる,くちる,,腐烂,,,
今日は,きょうは,,你好，美好的一天（白天问候语 ID）,,,
着工,ちゃっこう,,开始（施工）工作,,,
現われ,あらわれ,,具体实施方式，物化,,,
前,まえ,,以前,,,
結晶,けっしょう,,结晶， 结晶,,,
噛み切る,かみきる,,咬掉，啃穿,,,
心掛ける,こころがける,,牢记，以做事为目标,,,
お休み,おやすみ,,假期， 缺席， 休息， 晚安,,,
ジャンル,ジャンル,,类型,,,
掛け,かけ,,信用,,,
発芽,はつが,,新兴,,,
校,こう,,-学校，证明,,,
巧み,たくみ,,技巧，聪明,,,
下らない,くだらない,,一无是处，愚蠢，琐碎，一文不值,,,
当てはめる,あてはめる,,应用，适应,,,
姓名,せいめい,,全名,,,
隔週,かくしゅう,,每隔一周,,,
干し物,ほしもの,,干洗（衣服）,,,
物体,ぶったい,,身体、物体,,,
大便,だいべん,,粪便、排泄物、粪便,,,
当選,とうせん,,当选，获奖,,,
見込み,みこみ,,希望、前景、期待,,,
区間,くかん,,部分（轨道等）,,,
調停,ちょうてい,,仲裁、调停、调解,,,
仕える,つかえる,,服务，为之奋斗,,,
軍,ぐん,,战争， 战斗， 运动， 战斗,,,
兆,ちょう,,体征、预兆、症状,,,
国有,こくゆう,,国家自主权,,,
見掛ける,みかける,,（碰巧）看到，注意到，看到,,,
良質,りょうしつ,,品质优良，品质卓越,,,
優先,ゆうせん,,首选项、优先级,,,
鋏,はさみ,,剪刀,,,
恵み,めぐみ,,祝福,,,
エアメール,エアメール,,航空邮件,,,
お産,おさん,,（给予）出生,,,
如何,いか,,如何，以何种方式,,,
貴い,とうとい,,珍贵的，有价值的，无价的，高贵的，崇高的，神圣的,,,
語句,ごく,,单词、短语,,,
着飾る,きかざる,,打扮,,,
妨害,ぼうがい,,干扰、阻塞、阻碍、干扰、干扰,,,
焦る,あせる,,匆忙，不耐烦,,,
末期,まっき,,结束年份（期间天数），最后阶段,,,
格差,かくさ,,质的差异，差异,,,
武装,ぶそう,,武器， 武器， 武装,,,
値する,あたいする,,值得，值得，值得,,,
当たり前,あたりまえ,,平常的、普通的、普通的、自然的、合理的、明显的,,,
慎む,つつしむ,,要小心，要贞洁或谨慎，要禁欲或克制,,,
反発,はんぱつ,,击退、反弹、恢复、对抗,,,
私用,しよう,,个人使用，私人业务,,,
出血,しゅっけつ,,出血、出血,,,
冷淡,れいたん,,冷静，冷漠,,,
メッセージ,メッセージ,,消息,,,
絶つ,たつ,,切断、切断、压制、弃权（从）,,,
緩やか,ゆるやか,,宽松,,,
ブーム,ブーム,,繁荣,,,
特集,とくしゅう,,特写（如报纸）、特刊、报道,,,
隠居,いんきょ,,退休，退休人员,,,
茹でる,ゆでる,,煮沸,,,
上がる,あがる,,进入，向上，,,,
インターナショナル,インターナショナル,,国际,,,
