word,kana,pos,meaning,example,example_trans,image_url
小父さん,しょうとうさん,,中年绅士，叔叔,,,
但し,ただし,,但是，但是，前提是,,,
心得る,こころえる,,了解情况，了解透彻,,,
量る,はかる,,测量，称重，调查,,,
侵入,しんにゅう,,渗透，入侵，突袭，侵略，侵入,,,
特長,とくちょう,,强项，优点,,,
覗く,のぞく,,窥视，向内看，向内窥视，向外伸出,,,
下水,げすい,,排水，污水，沟渠，排水沟，污水处理,,,
抽象,ちゅうしょう,,抽象,,,
押える,おさえる,,停止，克制，抓住，压抑，压制，压制，压制,,,
写る,うつる,,被拍摄，被投射,,,
兼ねる,かねる,,保持（位置），服务，无法,,,
かじる,かじる,,咀嚼，咬（at），啃，啃,,,
帰す,きす,,寄回,,,
水素,すいそ,,氢,,,
お代わり,おかわり,,第二次帮忙，又是一杯,,,
残らず,のこらず,,所有，完全，完全，无一例外,,,
断水,だんすい,,停水,,,
直線,ちょくせん,,直线,,,
ハンドル,ハンドル,,手柄，方向盘,,,
頂点,ちょうてん,,顶部，峰会,,,
食塩,しょくえん,,氯化钠,,,
実用,じつよう,,实用性强，实用性强,,,
作る/造る,つくるつくる,,制作，创造,,,
句読点,くとうてん,,标点符号,,,
同格,どうかく,,同等级，平等，同等,,,
わりあいに,わりあいに,,比较,,,
集金,しゅうきん,,收款,,,
兵隊,へいたい,,士兵，水手,,,
地質,ちしつ,,地质特征,,,
仮定,かてい,,假设，假设，假设,,,
液体,えきたい,,液体，流体,,,
塊,かたまり,,块状，块状，块状，簇状,,,
平気,へいき,,冷静，冷静，沉着，无忧无虑,,,
欧米,おうべい,,欧美，西方,,,
削除,さくじょ,,消除，取消，删除，删除,,,
楕円,だえん,,椭圆,,,
零点,れいてん,,零，无标记,,,
早口,はやくち,,快言快语,,,
送別,そうべつ,,告别，送行,,,
もしかすると,もしかすると,,也许，也许，偶然,,,
ミリ,ミリ,,毫-，10^-3,,,
被せる,かぶせる,,覆盖（用东西）,,,
くっつく,くっつく,,要坚持，要贴近,,,
体系,たいけい,,系统，组织,,,
治める,おさめる,,（1）治理，管理，（2）制服,,,
修繕,しゅうぜん,,修理，修补,,,
人差指,ひとさしゆび,,食指,,,
薄暗い,うすぐらい,,昏暗，阴沉,,,
溜める,ためる,,积累，积累,,,
真空,しんくう,,真空，空心，空,,,
応ずる,おうずる,,回答，回应，满足，满足，接受,,,
墨,すみ,,墨,,,
卑怯,ひきょう,,怯懦、卑鄙、不公平,,,
単数,たんすう,,单数（数字）,,,
レクリェーション,レクリェーション,,娱乐,,,
すっきり,すっきり,,匀称、清晰、整洁,,,
官庁,かんちょう,,政府机关、机关,,,
承る,うけたまわる,,（哼）听，被说，知道,,,
漢和,かんわ,,汉字-日语（例如字典）,,,
長所,ちょうしょ,,（1）优势，优点，（2）优势,,,
並木,なみき,,路边的树，一排排的树,,,
ワンピース,ワンピース,,连体连衣裙,,,
課程,かてい,,课程，课程表,,,
点く,つく,,着火了，（电）来了,,,
初級,しょきゅう,,初级水平,,,
引っ込む,ひっこむ,,退缩，下沉，屈服,,,
竹,たけ,,竹子，中间（三级排名系统）,,,
真っ暗,まっくら,,完全黑暗，近视，漆黑一片,,,
名物,めいぶつ,,名品，特产，特产,,,
殖やす,ふやす,,增加，增加，增加,,,
拭く,ふく,,擦拭，晾干,,,
瓦,かわら,,屋面瓦片,,,
月給,げっきゅう,,月薪,,,
缶詰,かんづめ,,包装（罐装），罐头，罐头食品，锡罐,,,
隙間,すきま,,缝隙，裂缝，缝隙，开口,,,
通貨,つうか,,货币,,,
改める,あらためる,,改变，改变，改革，修改,,,
補う,おぎなう,,补偿,,,
行事,ぎょうじ,,事件，函数,,,
訳す,やくす,,翻译,,,
賞金,しょうきん,,奖品，金奖,,,
大学院,だいがくいん,,研究生院,,,
手首,てくび,,腕,,,
醜い,みにくい,,丑,,,
超える,こえる,,超越，跨越，跨越,,,
縞,しま,,条纹,,,
遊園地,ゆうえんち,,游乐园,,,
全身,ぜんしん,,全身，全身（纵向）,,,
役者,やくしゃ,,男演员，女演员,,,
丼,どんぶり,,瓷碗，上面放着食物的米饭碗,,,
飢饉,ききん,,饥荒,,,
下線,かせん,,下划线，下划线,,,
孝行,こうこう,,孝,,,
安易,あんい,,随和,,,
人通り,ひとどおり,,行人交通,,,
小学生,しょうがくせい,,小学生,,,
薬品,やくひん,,药品、化学品,,,
厳重,げんじゅう,,严格、严谨、严厉、坚定,,,
苦心,くしん,,疼痛，麻烦,,,
純情,じゅんじょう,,纯洁的心，天真，自我牺牲的奉献精神,,,
慶び,よろこび,,（n） （a） 喜乐，（a） 喜悦，狂喜，喜悦，满足，欢喜，祝贺，祝贺,,,
寸法,すんぽう,,尺寸，尺寸，尺寸,,,
下車,げしゃ,,下车，下车,,,
捩る,すじる,,扭曲,,,
餅,もち,,糯米糕,,,
火口,かこう,,燃烧器，火的起源,,,
すっぱい,すっぱい,,酸，酸,,,
虹,にじ,,彩虹,,,
架空,かくう,,空中，架空，虚构，幻想,,,
不運,ふうん,,倒霉，不幸，倒霉，命运,,,
モダン,モダン,,摩登,,,
放る,ほうる,,放手,,,
錆びる,さびる,,生锈，生锈,,,
水筒,すいとう,,食堂、烧瓶、水瓶,,,
裏返す,うらがえす,,从里到外，把（某物）翻过来,,,
羨ましい,うらやましい,,羡慕，羡慕,,,
損得,そんとく,,得失、优缺点,,,
碁,ご,,围棋（占领领土的棋盘游戏）,,,
目安,めやす,,标准，目标,,,
過程,かてい,,过程,,,
包装,ほうそう,,包装，包装,,,
平日,へいじつ,,平日，平日,,,
驚かす,おどろかす,,惊喜，吓唬，引起轰动,,,
鳴らす,ならす,,响，发声，鸣叫，敲打，打呼噜（鼻子）,,,
挟む,はさむ,,插入，保持之间，插入,,,
金魚,きんぎょ,,金鱼,,,
都心,としん,,心脏（城市）,,,
窓口,まどぐち,,售票窗口,,,
地点,ちてん,,站点，地图上的点,,,
指定,してい,,指定，规格，分配，指向,,,
道順,みちじゅん,,行程、路线,,,
若々しい,しいわかわかしい,,青春，年轻,,,
工員,こういん,,工厂工人,,,
広げる,ひろげる,,传播，扩展，扩展，扩大,,,
講師,こうし,,讲师,,,
煮る,にる,,煮沸，煮,,,
物置,ものおき,,㡅,,,
盗難,とうなん,,盗窃、抢劫,,,
草履,ぞうり,,zoori（日本鞋类），凉鞋,,,
群れ,むれ,,群体，人群，羊群，牛群,,,
悔しい,くやしい,,令人遗憾，令人羞愧，令人烦恼,,,
登場,とうじょう,,入场（舞台上）,,,
マイナス,マイナス,,减去,,,
掛け算,かけざん,,乘法,,,
スタート,スタート,,开始,,,
下書き,したがき,,草稿，草稿,,,
そういえば,そういえば,,这让我想起了......,,,
床屋,とこや,,理发师,,,
恩恵,おんけい,,恩典，恩惠，祝福，利益,,,
瞳,ひとみ,,瞳孔（眼睛）,,,
堀,ほり,,护城河，运河,,,
漁師,りょうし,,渔夫,,,
掻く,かく,,抓挠，出汗,,,
部品,ぶひん,,零件，配件,,,
書留,かきとめ,,写下、记录、记录、记录、登记（邮件）,,,
交通機関,こうつうきかん,,交通设施,,,
改正,かいせい,,修订、修正、变更,,,
アクセント,アクセント,,口音,,,
役人,やくにん,,吏,,,
カロリー,カロリー,,卡路里,,,
お手伝いさん,おてつだいさん,,女仆,,,
実例,じつれい,,例子，插图,,,
解説,かいせつ,,解释，评论,,,
縮れる,ちぢれる,,要波浪形，要卷曲,,,
角度,かくど,,角度,,,
将棋,しょうぎ,,日本象棋,,,
別々,べつべつ,,单独，单独,,,
交差,こうさ,,渡,,,
近付ける,ちかづける,,亲近，亲近，让亲近，与亲近,,,
倣う,ならう,,模仿，追随，效仿,,,
オイル,オイル,,机油、机油、煤油,,,
繋がり,つながり,,连接，链接，关系,,,
日当たり,ひあたり,,暴露在阳光下，阳光明媚的地方,,,
剃刀,かみそり,,剃刀,,,
地帯,ちたい,,区域，区域,,,
神様,かみさま,,神,,,
増減,ぞうげん,,涨跌互现，波动,,,
着々,ちゃくちゃく,,稳步,,,
活字,かつじ,,打印类型,,,
傑作,けっさく,,杰作，最佳作品，笨蛋，失误,,,
あいまい,あいまい,,含糊不清，模棱两可,,,
気配,けはい,,指示，市场趋势，担心,,,
付合う,つきあう,,交往，陪伴，相处,,,
定員,ていいん,,固定的正规人员数量、容量（船只等）,,,
仲直り,なかなおり,,和解，和平相处,,,
座敷,ざしき,,榻榻米房 （Tatami T,,,
在学,ざいがく,,（已注册）在校,,,
潜る,もぐる,,（1）开车，通过，（2）躲避，躲藏，（3）潜水（进入或水下），进入地下,,,
機関車,きかんしゃ,,机车，发动机,,,
おげんきで,おげんきで,,--,,,
溶ける,とける,,熔化，解冻，融合，溶解,,,
おさきに,おさきに,,之前，前，以前,,,
熟語,じゅくご,,成语，惯用短语，汉字复合,,,
信ずる,しんずる,,相信，相信，信任,,,
面積,めんせき,,面积,,,
高度,こうど,,海拔高度，高度，高级,,,
関西,かんさい,,--,,,
全集,ぜんしゅう,,全集,,,
水滴,すいてき,,水滴,,,
カセット,カセット,,盒式磁带（磁带）,,,
酌む,くむ,,供应清酒,,,
図鑑,ずかん,,图画书,,,
あわてる,あわてる,,变得困惑,,,
農村,のうそん,,农业社区，农场，农村,,,
腰掛け,こしかけ,,座椅，长凳,,,
稽古,けいこ,,实践，培训，学习,,,
刺身,さしみ,,生鱼片,,,
功績,こうせき,,功绩、功绩、功绩、功绩,,,
鈴,すず,,钟,,,
掘る,ほる,,去挖掘，去挖掘,,,
散る,ちる,,落下，散落（例如花朵）,,,
御手洗,みたらし,,神社入口处放置的净化水字体,,,
重役,じゅうやく,,董事，高级行政人员,,,
渇く,かわく,,口渴,,,
ぺん,ぺん,,笔,,,
下降,かこう,,向下、下降、下降、下降、下沉,,,
汲む,くむ,,（1）抽取（水）、浸入、舀取、抽水,,,
姓,せい,,姓氏，姓氏,,,
副詞,ふくし,,副词,,,
噴水,ふんすい,,喷泉,,,
延長,えんちょう,,伸长，伸长，延长，延长,,,
催し,もよおし,,活动，庆祝活动，功能,,,
花嫁,はなよめ,,新娘,,,
展開,てんかい,,展开，扩展（与压缩相反）,,,
火傷,かしょう,,烧伤，烫伤,,,
嗅ぐ,かぐ,,嗅闻，嗅觉,,,
判事,はんじ,,法官，司法机构,,,
誓う,ちかう,,发誓，发誓，宣誓，宣誓,,,
法則,ほうそく,,法律，规则,,,
属する,ぞくする,,归属、隶属、隶属、受制于,,,
清書,せいしょ,,清理副本,,,
ちぎる,ちぎる,,切细，采摘（水果）,,,
統一,とういつ,,统一、整合、统一,,,
掏摸,すり,,扒手,,,
ロビー,ロビー,,大堂,,,
大工,だいく,,木匠,,,
湿気,しっけ,,潮湿、潮湿、潮湿,,,
大して,たいして,,（不是）很多，（不是）非常,,,
たんす,たんす,,抽屉柜,,,
災難,さいなん,,灾难，不幸,,,
ばからしい,ばからしい,,荒谬,,,
澄む,すむ,,清除（例如天气），变得透明,,,
関東,かんとう,,日本东半部，包括东京,,,
整数,せいすう,,整数,,,
-過剰,かじょう,,过剩，过剩,,,
着せる,きせる,,穿上衣服,,,
カバー,カバー,,封面（例如书籍）,,,
先々月,さきざきつき,,前一个月,,,
しゃっくり,しゃっくり,,打嗝，打嗝,,,
農産物,のうさんぶつ,,农产品,,,
実感,じっかん,,感觉（实际的、真实的）,,,
あてはまる,あてはまる,,适用，属于（一类），履行,,,
すくなくとも,すくなくとも,,至少,,,
挿す,さす,,插入，放入，嫁接，穿在腰带上,,,
打ち消す,うちけす,,否定，否定，反驳,,,
雑巾,ぞうきん,,家用布，防尘布,,,
快晴,かいせい,,好天气,,,
日時,にちじ,,日期和时间,,,
待合室,まちあいしつ,,候诊室,,,
実習,じっしゅう,,实践，培训,,,
こっそり,こっそり,,偷偷摸摸，偷偷摸摸,,,
空想,くうそう,,白日梦，幻想，幻想，愿景,,,
構造,こうぞう,,结构、施工,,,
園芸,えんげい,,园艺，园艺,,,
高める,たかめる,,提升，提升，提升,,,
蓋,ふた,,盖子，盖子，盖子,,,
溜息,ためいき,,一声叹息,,,
社会科学,しゃかいかがく,,社会科学,,,
乾かす,かわかす,,晾干（衣服等），干燥,,,
臨時,りんじ,,临时的，特殊的，非凡的,,,
有難い,ありがたい,,感恩，感恩，欢迎，欣赏，唤起感激之情,,,
見学,けんがく,,检查、观察研究、实地考察,,,
針金,はりがね,,线,,,
クリーニング,クリーニング,,清洁，干洗，洗衣服务,,,
迷信,めいしん,,迷信,,,
車輪,しゃりん,,（汽车）轮毂,,,
ラッシュアワー,ラッシュアワー,,高峰期,,,
おねがいします,おねがいします,,请,,,
しびれる,しびれる,,变得麻木，入睡（即肢体）,,,
恐縮,きょうしゅく,,惭愧，很善良的你，对不起麻烦了,,,
載せる,のせる,,放在（某物）上，带上船，搭便车,,,
知合い,しりあい,,熟人,,,
女房,にょうぼう,,老婆,,,
分類,ぶんるい,,分类,,,
平仮名,ひらがな,,平假名，47个音节，草书音节,,,
フリー,フリー,,自由,,,
測量,そくりょう,,测量，测量,,,
具える,そなえる,,配备,,,
くれぐれも,くれぐれも,,反复，真诚，认真,,,
やっぱり,やっぱり,,另外，正如我所想的，尽管如此，绝对，当然,,,
コック,コック,,（1） 烹饪 （NL：），（2） 水龙头、水龙头、水龙头、旋塞,,,
飾り,かざり,,装饰,,,
海水浴,かいすいよく,,海水浴，海水浴,,,
おはよう,おはよう,,（缩写）早上好,,,
蘇る,よみがえる,,复活，复活，复活，康复,,,
雨戸,あまど,,滑动防风门,,,
延びる,のびる,,延长,,,
おじゃまします,おじゃまします,,对不起，打扰你了,,,
障子,しょうじ,,纸推拉门,,,
血液,けつえき,,血,,,
あげる,あげる=やる,,去做,,,
ひゃっかじてん,ひゃっかじてん,,百科全书,,,
巡る,めぐる,,四处走动,,,
寄せる,よせる,,收集，收集，添加，搁置,,,
バケツ,バケツ,,桶，桶,,,
標本,ひょうほん,,示例，标本,,,
揚げる,あげる,,举起，炸,,,
手続き,てつづき,,程序，（法律）程序，手续,,,
純粋,じゅんすい,,纯净、真实、真实、不掺杂,,,
物差し,ものさし,,尺子，度量,,,
高層,こうそう,,上,,,
小数,しょうすう,,分数（部分），十进制,,,
どきどき,どきどき,,悸动，节拍（快速）,,,
線路,せんろ,,线路、轨道、路基,,,
書道,しょどう,,书法,,,
反る,そる,,翘曲，被翘曲，弯曲,,,
勝敗,しょうはい,,胜利或失败，问题（战斗）,,,
あちらこちら,あちらこちら,,这里和那里,,,
算盤,そろばん,,算盘,,,
反映,はんえい,,反思，影响,,,
広める,ひろめる,,拓宽，传播,,,
瓶詰,びんづめ,,装瓶，瓶装,,,
区切る,くぎる,,标点符号，切断，标记，停止，结束,,,
論ずる,ろんずる,,争论，讨论，辩论,,,
申し訳ない,もうしわけない,,不可 原谅,,,
偉い,えらい,,伟大，庆祝，杰出，可怕，可怕，著名，非凡，优秀,,,
懐かしい,なつかしい,,亲爱的，渴望的，想念的,,,
編集,へんしゅう,,编辑、编译、编辑（如委员会）,,,
主役,しゅやく,,主演，男主角（女演员）,,,
恨み,うらみ,,怨恨,,,
御辞儀,ごじぎ,,弓,,,
書取,かきとり,,听写,,,
中途,ちゅうと,,在中间，在中间,,,
肘,ひじ,,肘,,,
飢える,うえる,,挨饿,,,
街角,まちかど,,街角,,,
暖める,あたためる,,要加热，要加热,,,
日帰り,ひがえり,,一日游,,,
四角い,しかくい,,广场,,,
オルガン,オルガン,,风琴,,,
温室,おんしつ,,温室,,,
響き,ひびき,,回声，声音，混响，噪声,,,
ゆでる,ゆでる,,煮沸,,,
引出す,ひきだす,,拔出，取出，抽出，退出,,,
しあさって,しあさって,,后天,,,
焚く,たく,,燃烧，点燃，生火,,,
回数,かいすう,,次数，频率,,,
儀式,ぎしき,,仪式，仪式，仪式，服务,,,
改造,かいぞう,,（1）改造，（2）改装（comp）,,,
番地,ばんち,,门牌号、地址,,,
圧縮,あっしゅく,,压缩，冷凝，压力,,,
森林,しんりん,,森林，树林,,,
ダイヤグラム,ダイヤグラム,,图,,,
センチ,センチ,,厘米，厘米-，10^-2,,,
欲張り,よくばり,,贪婪，贪婪，贪婪,,,
代える,かえる,,交换，交换，替代，替换,,,
果実,かじつ,,水果，坚果，浆果。,,,
自習,じしゅう,,自学,,,
因る,よる,,来自,,,
エプロン,エプロン,,围裙,,,
探る,さぐる,,去寻找，去寻找，去发声,,,
チョーク,チョーク,,楔块，粉笔,,,
ジャーナリスト,ジャーナリスト,,记者,,,
各々,おのおの,,每个，每个，要么，分别，几个,,,
遡る,さかのぼる,,往回走，往上游走，往回溯,,,
叔母さん,おばさん,,（1）阿姨，（2）中年女士,,,
どうせ,どうせ,,无论如何，无论如何，无论如何,,,
曲線,きょくせん,,曲线,,,
引越し,ひっこし,,搬家（居住等）、改变居住地,,,
ナンバー,ナンバー,,数,,,
ステージ,ステージ,,（1）舞台，（2）表演,,,
偶数,ぐうすう,,偶数,,,
深夜,しんや,,深夜,,,
水分,すいぶん,,湿气,,,
お参り,おまいり,,参拜、参拜神社,,,
一定,いってい,,固定的，定居的，确定的,,,
灯油,とうゆ,,灯油、煤油,,,
出来上がる,できあがる,,（1）完成，准备好，根据定义，（2）喝得很醉,,,
鉄橋,てっきょう,,铁路桥，铁桥,,,
思い込む,おもいこむ,,要有印象，要确信,,,
売り切れ,うりきれ,,售罄,,,
いきなり,いきなり,,（英国）突然，突然，突然，没有警告,,,
余計,よけい,,太多，不必要，丰富，过剩，过剩，多余,,,
文脈,ぶんみゃく,,上下文,,,
マンション,マンション,,大型公寓，公寓屋,,,
家屋,かおく,,房屋，建筑,,,
馴れる,なれる,,被驯化，变得驯服,,,
呼び出す,よびだす,,召唤，呼叫（例如电话）,,,
揃える,そろえる,,把事情整理好，安排，统一，准备好一些东西,,,
ごめんください,ごめんください,,我可以进来吗？,,,
直流,ちょくりゅう,,直流,,,
退院,たいいん,,出院,,,
目覚し,めざまし,,（缩写）闹钟,,,
さわやか,さわやか,,清新、清爽、振奋,,,
創作,そうさく,,制作，文学创作，工作,,,
落着く,らくちゃくく,,冷静下来，安定下来,,,
公式,こうしき,,公式，形式，官方,,,
童話,どうわ,,童话,,,
湯飲み,ゆのみ,,茶杯,,,
素質,そしつ,,性格，品质，天才,,,
張り切る,はりきる,,精神抖擞，精力充沛,,,
射す,さす,,闪耀，打击,,,
こらえる,こらえる,,忍受，站立，忍受，忍受,,,
片付く,かたづく,,整理、处置、解决,,,
娯楽,ごらく,,快乐，娱乐,,,
放れる,はなれる,,离开，获得自由，切断自己,,,
死体,したい,,尸体,,,
バンド,バンド,,乐队,,,
例外,れいがい,,例外,,,
明き,あかき,,房间，空闲时间，空虚,,,
ナイロン,ナイロン,,尼龙,,,
拝む,おがむ,,敬拜，乞求，恳求,,,
時速,じそく,,速度（每小时）,,,
しぼむ,しぼむ,,枯萎，褪色，枯萎，枯萎,,,
四つ角,よつかど,,四个角落，十字路口,,,
西暦,せいれき,,基督教时代，anno domini（公元）,,,
妨げる,さまたげる,,打扰，防止,,,
真っ青,まっさお,,深蓝色，可怕的苍白,,,
統計,とうけい,,散射，散射，离散,,,
防犯,ぼうはん,,预防犯罪,,,
校庭,こうてい,,校园,,,
咥える,くわえる,,--,,,
職人,しょくにん,,工人，机械师，工匠，工匠,,,
通ずる,つうずる,,--,,,
油断,ゆだん,,疏忽大意，毫无准备,,,
診断,しんだん,,诊断,,,
容積,ようせき,,容量，体积,,,
重量,じゅうりょう,,（1）重量，（2）重量级拳击手,,,
未満,みまん,,小于，不足,,,
本来,ほんらい,,本质上，自然，自然,,,
磁石,じしゃく,,磁铁,,,
攻める,せめる,,攻击，攻击,,,
商業,しょうぎょう,,商业，贸易，商业,,,
一昨年,いっさくねん,,前年,,,
確率,かくりつ,,概率,,,
あれこれ,あれこれ,,一件事或另一件事，这个和那个，这个或那个,,,
乾杯,かんぱい,,吐司（饮料）,,,
浮ぶ,うかぶ,,漂浮，浮出水面，浮现在脑海中,,,
引っ掛かる,ひっかかる,,被困，被困，被骗,,,
性能,せいのう,,能力、效率,,,
見舞う,みまう,,问后（健康），去拜访,,,
サンプル,サンプル,,样本,,,
ペンチ,ペンチ,,（缩写）钳子（点亮：钳子）,,,
レインコート,レインコート,,雨衣,,,
ブローチ,ブローチ,,胸针,,,
照る,てる,,闪耀,,,
芯,しん,,核心，心脏，灯芯，骨髓,,,
基地,きち,,基础,,,
親指,おやゆび,,拇指,,,
ほどく,ほどく,,解开,,,
枯れる,かれる,,枯萎，死亡（植物），被爆破（植物）,,,
実力,じつりょく,,功绩、效率、武器、力量,,,
農薬,のうやく,,农药,,,
目立つ,めだつ,,要显眼，要突出,,,
貸間,かしま,,出租房间,,,
田植え,たうえ,,水稻种植,,,
葬式,そうしき,,葬礼,,,
続々,ぞくぞく,,接二连三，一个接一个,,,
殻,から,,贝壳，外壳，船体，谷壳,,,
刷る,する,,打印,,,
脱線,だっせん,,出轨，离题,,,
美容,びよう,,身材或形式之美,,,
断定,だんてい,,结论，决定,,,
速力,そくりょく,,速度,,,
工事,こうじ,,建筑工程,,,
撒く,まく,,撒，撒，播种,,,
女の人,おんなのひと,,女人,,,
長女,ちょうじょ,,大女儿,,,
測定,そくてい,,测量,,,
浴衣,ゆかた,,浴袍，非正式的夏季和服，浴衣,,,
素直,すなお,,听话，温顺，温顺，不受影响,,,
めでたい,めでたい,,快乐，单纯的灵魂，吉祥的，快乐的,,,
無限,むげん,,无限,,,
欄,らん,,文本栏（例如在报纸上）,,,
レジャー,レジャー,,暇,,,
おどかす,おどかす,,威胁，胁迫,,,
折角,せっかく,,带着麻烦，在巨大的痛苦中，期待已久,,,
剥く,むく,,去皮，去皮，去皮，去壳,,,
気圧,きあつ,,气压,,,
倉庫,そうこ,,仓库，仓库，仓库,,,
スピーカー,スピーカー,,议长,,,
真っ先,まっさき,,头，最前，开端,,,
言い出す,いいだす,,开始说话，说话，告诉，提议，建议，打破僵局,,,
ウエートレス,ウエートレス,,女服务生,,,
おきのどくに,おきのどくに,,--,,,
背負う,せおう,,背负重担，背负或肩扛,,,
相互,そうご,,相互的，互惠的,,,
商店,しょうてん,,商店，商业公司,,,
メーター,メーター,,米（时钟）,,,
主語,しゅご,,（克）主题,,,
調節,ちょうせつ,,调节，调整，控制,,,
縛る,しばる,,打结，打结,,,
点数,てんすう,,分数，分数，得分，运行,,,
くだらない,くだらない,,一无是处，愚蠢，琐碎，一文不值,,,
手洗い,てあらい,,洗手间，盥洗室，洗手,,,
代る,かわる,,（v5r，vi） 代替、减轻、代替,,,
流行る,はやる,,蓬勃发展，茁壮成长，流行起来，成为时尚,,,
転がる,ころがる,,滚动，翻滚,,,
宣伝,せんでん,,宣传，宣传,,,
郡,ぐん,,国家，地区,,,
縮む,ちぢむ,,收缩，收缩,,,
広々,ひろびろ,,宽敞，宽敞,,,
別荘,べっそう,,度假屋，别墅,,,
ずうずうしい,ずうずうしい,,无耻，无耻,,,
ひとまず,ひとまず,,对于现在，一次，在轮廓中,,,
文芸,ぶんげい,,文学，艺术与文学，美女,,,
ストップ,ストップ,,停,,,
盆地,ぼんち,,盆地（例如山脉之间）,,,
塞ぐ,ふさぐ,,停止，关闭，阻止（向上）,,,
揉む,もむ,,揉搓，揉搓（向上），起皱,,,
夜間,やかん,,晚上，晚上,,,
片道,かたみち,,单程（行程）,,,
武士,ぶし,,战士，武士,,,
吊る,つる,,挂起,,,
挟まる,はさまる,,要走到中间，要被夹住,,,
寝間着,ねまき,,睡衣，睡衣，睡衣，睡衣，睡衣,,,
留まる,とまる,,（1）固定，（2）遵守，停留（在一个地方）,,,
血圧,けつあつ,,血压,,,
要旨,ようし,,要点，要点，总结，基础,,,
対策,たいさく,,对策，对策,,,
引っ繰り返す,ひっくりかえす,,翻身，翻车，翻倒，心烦意乱，翻身,,,
題名,だいめい,,标题,,,
静まる,しずまる,,安静下来，冷静下来，平息下来,,,
重点,じゅうてん,,重要的一点，强调，冒号，强调,,,
絞る,しぼる,,按压，拧干，挤压,,,
潰す,つぶす,,粉碎，浪费,,,
潰れる,つぶれる,,被砸，破产,,,
発つ,たつ,,出发（在飞机、火车等上）,,,
塞がる,ふさがる,,被堵住，被关起来,,,
恋しい,こいしい,,（1）亲爱的，心爱的，亲爱的，（2）渴望,,,
予備,よび,,准备，预赛，储备，备用,,,
学年,がくねん,,在校一年，在校年级,,,
通勤,つうきん,,通勤上班,,,
明け方,あけがた,,黎明,,,
散らかす,ちらかす,,散落一地，留下不整洁,,,
各地,かくち,,每个地方，各个地方,,,
目指す,めざす,,瞄准，着眼于,,,
テーマ,テーマ,,（n） 主题，项目，主题 （de： Thema）,,,
ブラウス,ブラウス,,女衬衫,,,
生年月日,せいねんがっぴ,,出生日期,,,
カラー,カラー,,衣领，颜色，颜色,,,
のこぎり,のこぎり,,锯,,,
薬指,くすりゆび,,无名指,,,
心当たり,こころあたり,,有一定的知识，碰巧知道,,,
モノレール,モノレール,,单轨铁路,,,
応援,おうえん,,援助，协助，帮助，强化,,,
傾く,かたむく,,向向，向倾斜，向蹒跚,,,
反省,はんせい,,反思，重新考虑，内省，冥想，沉思,,,
就任,しゅうにん,,就职典礼、就职典礼,,,
庖丁,ほうちょう,,菜刀，雕刻刀,,,
